index,mean_price
0,18.370437499095985
1,13.201089064726908
2,18.494738046526102
3,12.78098457666433
4,9.544515001391694
5,12.40388207820449
6,15.214344654544206
7,22.99550554117819
8,17.33905257267515
9,17.76528358769486
10,15.36253760007213
11,15.289586447893448
12,16.448935689541713
13,15.100332708910123
14,16.437588771226324
15,11.26924859044216
16,16.848248741446007
17,14.871904466117414
18,14.606968631952249
19,16.10522909654754
20,10.350079572624267
21,13.544602173117802
22,8.381159580485708
23,16.766852501025035
24,12.658429655694704
25,15.83838587361577
26,11.935835968762504
27,22.68206752296762
28,16.686835226508443
29,15.44350414246778
30,22.6508379691938
31,14.723146812049627
32,15.300972661316095
33,17.721936932312353
34,13.232519102221595
35,11.836800928789465
36,14.59505035362545
37,21.936925301532327
38,10.754607686150315
39,10.779971498756986
40,12.400190181629334
41,13.583971460449781
42,12.561418461763708
43,11.286086842394752
44,15.001682143890534
45,20.714458394933864
46,18.765968785500284
47,15.001682143890534
48,12.544565539657484
49,12.543293217507234
50,12.52244054510033
51,19.452006162066155
52,14.266752103662668
53,13.02036266005976
54,21.181046584417714
55,13.433345691184677
56,15.630949101076041
57,17.313912089372465
58,13.23354157727345
59,18.013351470841748
60,12.71442910023486
61,18.008030720428003
62,30.455795310485684
63,15.270847824694549
64,18.44288687424781
65,14.644899492754888
66,9.312532554598398
67,16.131590491048875
68,22.953662195192187
69,12.248584401769364
70,9.413292334574137
71,11.26924859044216
72,10.404979581100868
73,10.232622728350272
74,9.9214905582026
75,9.866853626460177
76,16.660793969887926
77,39.17260548891737
78,13.854562189442014
79,16.766852501025035
80,13.125300687605836
81,15.553087916748993
82,11.432542910779596
83,9.292908597216304
84,8.810902387550385
85,20.206241675340337
86,11.100401589422397
87,15.794568827610057
88,9.417087763936578
89,16.76674518343932
90,10.678339785708857
91,13.390366574851036
92,12.623198645366031
93,12.030593589247736
94,20.06300567644191
95,13.069303221165619
96,14.843372555662526
97,15.467993344273943
98,22.54298264365689
99,16.10522909654754
100,10.980703135037245
101,15.99492068094721
102,10.70256391862901
103,14.015245886488408
104,15.361152674672027
105,14.401019309489001
106,15.73352691656779
107,11.328848094503428
108,16.30096873397693
109,11.270739710516416
110,15.866484574709723
111,16.660209597563373
112,19.344342389077475
113,16.766581834851692
114,9.868080206431486
115,22.938081501329187
116,15.289586447893448
117,12.106781585620752
118,22.61372365498945
119,14.930410951097983
120,19.00056969809809
121,12.235020830570733
122,28.68004481813577
123,11.211503000770719
124,13.544602173117802
125,18.44695937149222
126,15.302560315261523
127,16.131590491048875
128,17.127379980204715
129,14.547851810366318
130,20.733460361595633
131,14.306686158878243
132,11.957436728925131
133,11.087309787913618
134,14.900084921332635
135,9.899402192757393
136,6.060681369221221
137,11.683857256484217
138,11.89470248828507
139,13.638244768543899
140,15.100332708910123
141,20.45539584873665
142,16.766418586383246
143,15.290437552386706
144,10.356057790994761
145,18.01663654569792
146,16.739491114394056
147,11.287976325951327
148,13.19301435992535
149,18.41322301249601
150,17.454370346316203
151,12.640501930379251
152,18.66968461471507
153,21.803772154693306
154,12.912224646325889
155,18.173071154096498
156,13.284797974664095
157,11.832896549384053
158,24.701737400079153
159,12.211124793715513
160,9.543385707797562
161,11.660089130348219
162,9.592271097198775
163,16.766636137444543
164,15.944855273259698
165,17.06963405365685
166,29.900265561108633
167,13.107508936274613
168,15.323653618971434
169,15.359844272530871
170,19.208185115124714
171,13.39335113294004
172,11.734194314125759
173,20.732519519920615
174,24.900173984990047
175,17.521827205180294
176,10.790136565865403
177,18.90773274873252
178,35.224753124922564
179,7.481438909208276
180,8.123107236541522
181,8.433576622761514
182,16.77935661182326
183,10.360857283054479
184,20.393554351642116
185,11.903814586086611
186,17.611046571539053
187,14.7322579036285
188,15.714982730013894
189,14.44017648705966
190,16.69527652452134
191,14.164687022508389
192,18.305065193661427
193,14.581004840534135
194,13.034523451297055
195,24.900053640830954
196,10.100330368696675
197,16.76953265659965
198,15.156470138904567
199,10.035829517532946
200,9.596080123447244
