index,mean_price
0,22.03125
1,13.59375
2,17.65625
3,17.09375
4,18.0625
5,11.59375
6,17.0
7,14.46875
8,16.53125
9,26.78125
10,18.84375
11,14.96875
12,16.375
13,14.8125
14,21.875
15,13.28125
16,18.09375
17,12.03125
18,16.78125
19,16.71875
20,6.78125
21,13.0625
22,10.09375
23,15.03125
24,12.4375
25,15.40625
26,11.28125
27,19.375
28,19.40625
29,18.53125
30,22.8125
31,19.21875
32,14.0625
33,19.5625
34,18.53125
35,14.125
36,17.71875
37,23.125
38,15.0
39,12.5
40,14.78125
41,12.90625
42,14.9375
43,17.09375
44,14.71875
45,16.75
46,20.0
47,14.71875
48,12.34375
49,14.125
50,13.40625
51,20.0625
52,17.0625
53,15.71875
54,21.53125
55,20.46875
56,16.90625
57,19.59375
58,12.90625
59,15.6875
60,13.78125
61,20.28125
62,17.25
63,15.75
64,19.65625
65,18.375
66,9.84375
67,16.125
68,20.59375
69,14.53125
70,14.90625
71,13.28125
72,14.15625
73,11.4375
74,10.125
75,9.46875
76,15.53125
77,32.625
78,12.9375
79,15.03125
80,14.78125
81,15.21875
82,13.53125
83,10.40625
84,10.34375
85,22.53125
86,12.65625
87,15.71875
88,16.0625
89,15.875
90,13.375
91,12.96875
92,11.5625
93,14.375
94,21.3125
95,14.5625
96,28.625
97,15.125
98,30.09375
99,16.71875
100,14.9375
101,16.78125
102,12.90625
103,14.375
104,17.1875
105,16.6875
106,25.71875
107,11.375
108,18.65625
109,12.65625
110,15.8125
111,16.875
112,13.40625
113,17.375
114,20.375
115,22.09375
116,14.96875
117,10.8125
118,20.40625
119,14.9375
120,22.1875
121,11.9375
122,19.125
123,15.28125
124,13.0625
125,17.25
126,14.84375
127,16.125
128,17.3125
129,13.5
130,21.4375
131,14.46875
132,12.90625
133,13.03125
134,14.96875
135,8.875
136,16.5
137,17.71875
138,15.84375
139,14.53125
140,14.8125
141,19.625
142,18.15625
143,14.75
144,14.90625
145,21.84375
146,17.21875
147,13.6875
148,13.875
149,17.0625
150,16.21875
151,15.21875
152,17.78125
153,22.5625
154,12.75
155,17.90625
156,12.75
157,13.46875
158,29.25
159,16.0625
160,14.28125
161,12.125
162,10.59375
163,17.28125
164,15.34375
165,17.875
166,16.0625
167,17.71875
168,31.96875
169,16.0
170,20.625
171,16.8125
172,13.90625
173,12.75
174,21.53125
175,21.25
176,12.96875
177,11.71875
178,26.3125
179,16.90625
180,13.0625
181,10.46875
182,17.6875
183,18.375
184,18.34375
185,14.21875
186,28.71875
187,16.53125
188,15.375
189,17.09375
190,22.9375
191,16.59375
192,17.65625
193,14.4375
194,13.21875
195,17.0
196,15.75
197,16.78125
198,16.40625
199,10.125
200,12.9375
201,11.40625
202,15.8125
203,15.125
204,10.46875
205,19.4375
206,4.875
207,18.3125
208,14.71875
209,14.3125
210,17.9375
211,19.09375
212,17.65625
213,27.0625
214,20.4375
215,15.96875
216,16.90625
217,20.15625
218,21.96875
219,29.09375
220,19.5
221,21.125
222,12.96875
223,22.78125
224,11.8125
225,19.21875
226,14.0625
227,16.1875
228,22.5
229,17.21875
230,13.9375
231,12.875
232,19.75
233,15.3125
