index,mean_price
0,20.498114018160834
1,11.854253607919627
2,18.973571766180854
3,15.272604455083389
4,9.54463128992411
5,12.214175496286726
6,17.609321665252835
7,17.291038893660847
8,17.0321172595338
9,21.815272426248647
10,14.820240021515662
11,15.100082289774711
12,16.454537162410926
13,14.937062349603073
14,17.599333215531168
15,11.971604170449258
16,17.42809375020179
17,13.71301542035444
18,15.972467917490937
19,16.163201025699344
20,7.884362645008618
21,13.261230356368554
22,8.679026007914816
23,14.581312349692343
24,12.484708238198824
25,16.090358369926957
26,11.898165094603762
27,22.30085396271129
28,17.951305783278475
29,18.42972659623287
30,26.03015162734139
31,16.087545394735464
32,15.395759376170638
33,19.511203840722374
34,17.626332749269032
35,11.887740200798365
36,15.861844678835467
37,21.05068251632577
38,12.321566004264533
39,11.005823072002064
40,12.399895731768595
41,13.058149103555314
42,15.318196067167303
43,15.062832681311027
44,14.85537445204585
45,18.416328099229244
46,20.93967870510666
47,14.85537445204585
48,12.402248903739476
49,11.599714684479391
50,12.571877761769684
51,19.808487232619623
52,15.918707710000703
53,12.263378711233267
54,23.77035184549575
55,19.097270093287367
56,13.703371931933358
57,18.083781506429734
58,13.106146177777305
59,17.98498178847918
60,12.505003780847598
61,17.562473037143846
62,24.13702442620318
63,15.691928891167604
64,13.50696919433859
65,15.97084180858903
66,9.25641117507308
67,14.914474766322412
68,23.291912809504762
69,12.412759789530778
70,14.50144205564289
71,11.971604170449258
72,10.210099584032344
73,11.401830798714403
74,10.100430402532577
75,9.938641682883727
76,15.842728284328931
77,41.24909955747425
78,13.465824715506372
79,14.581312349692343
80,12.972141159334985
81,15.343550435725799
82,12.307075978707042
83,9.626076638530478
84,8.920714341813596
85,20.761480357615362
86,11.200186402585775
87,14.320386996729365
88,11.416525571814397
89,16.767016654880493
90,11.112909420417425
91,13.18371324227445
92,10.386912325582585
93,12.038038174797414
94,23.503090335943558
95,13.584744528797998
96,21.94280273010235
97,15.262551137309856
98,30.4688902427117
99,16.163201025699344
100,11.003395878640262
101,16.219340648226947
102,11.750931969413244
103,15.065030021278229
104,15.389282373297608
105,21.538306524760547
106,26.57739215293215
107,13.23340310066089
108,17.46491212379058
109,11.507353613432157
110,14.43918606656158
111,16.913135908580028
112,18.239729053696614
113,17.358172712038332
114,13.811047362710575
115,22.117275097775234
116,15.100082289774711
117,10.808511685015251
118,22.42789264820509
119,15.138754189208335
120,18.535718535583197
121,12.167368685300689
122,21.438085321747007
123,12.198497155581862
124,13.261230356368554
125,17.03446672233007
126,16.581943203172187
127,14.914474766322412
128,18.102967469752315
129,13.653950463888258
130,20.7337506332243
131,15.180336573487054
132,13.255133546504666
133,11.636947595935524
134,14.079693382611245
135,9.50646926527018
136,15.045806191984552
137,15.03115816834621
138,13.040830476833243
139,13.129670958321384
140,14.937062349603073
141,20.45582344856071
142,17.97560878588138
143,15.697053974424128
144,10.670680198662001
145,25.384975456921357
146,16.672035475147094
147,10.09528316501811
148,13.676274336775755
149,16.95843326700222
150,15.880477015884857
151,12.832585372030826
152,16.655558800878474
153,23.301138784520987
154,12.950905779942602
155,16.053877772361275
156,12.887284738810392
157,12.739966627036129
158,24.9017888991037
159,9.17973232635621
160,10.804757452244349
161,11.545610745747547
162,9.911638074829884
163,16.56643818751494
164,16.113504752676494
165,17.779438011136865
166,18.997391578434907
167,13.284131821664506
168,25.24842590185245
169,15.878623599095828
170,23.726800331209013
171,13.461810079693006
172,12.292220375415894
173,16.95746375621202
174,24.89982014579585
175,17.543221649414008
176,11.030938998846326
177,16.838613202196857
178,24.064329035605606
179,13.350037825820511
180,12.370533454712465
181,14.596209201791183
182,17.646386210333812
183,10.197977612881342
184,17.854586960405424
185,11.93786342723806
186,26.65957421981497
187,15.041509975589745
188,15.505022509752571
189,14.843973293841938
190,19.943731788510746
191,15.756365557837363
192,18.752952831322546
193,14.426611287199636
194,12.465795497862313
195,24.900197868149434
196,11.672759643339273
197,16.17533959810732
198,15.718779101771219
199,10.844132829993164
200,9.44396436358564
201,11.175421002137004
202,16.39605737428813
203,15.262551137309856
204,10.41517206278852
205,18.96134156801135
206,11.802032158231029
207,17.733580985288818
208,14.85537445204585
209,13.57591049072575
210,17.857721607945933
211,18.084909082016015
212,18.274282367122307
213,18.92479913514657
214,19.752846315472034
215,14.67684418412328
216,20.18062003444575
217,18.271192370299474
218,15.728050043476145
219,24.432009505120007
220,15.874571802084095
221,19.671154205920498
222,13.18371324227445
223,28.003630575157338
224,15.612271263146969
225,17.795781949554858
226,14.942880574817464
227,13.662982844477384
228,27.114537061474945
229,15.874437905615846
230,11.06113299712571
231,10.94275316531796
232,14.856906840014858
233,17.02430112506083
234,15.100082289774711
235,12.23725335734712
236,11.538243635834682
237,20.238159410529917
238,12.484243157144489
239,12.649493542239416
240,13.23340310066089
241,13.701868288244189
242,10.348490529712347
243,9.081717367024247
244,13.683872899421662
245,13.461810079693006
246,15.03457301416798
247,14.326697363085927
248,12.294273315224064
249,23.104015909669734
250,21.19870652397742
251,13.794697067386322
252,17.885622180779563
253,10.494015992359468
254,9.455794625428997
255,17.61030612618289
256,24.380395750657232
257,19.99112289491393
258,17.768693056025263
259,10.478783387555225
260,9.54463128992411
261,14.35509139907251
262,22.098169184709665
263,20.352309821584388
264,20.7585128407342
265,17.796420009129502
266,15.129046114116417
267,15.918707710000703
268,13.02854004427368
269,17.778003941873894
270,15.18139131155381
271,21.90151032981133
272,13.69199881136726
273,11.80834047231202
274,16.61535933237438
275,9.665983249275666
276,15.018635477058002
277,12.091434189280246
278,13.936983465652581
279,15.006355631248148
280,22.707943975837527
281,11.618427082490289
282,13.305417040916417
283,9.344057328487493
284,14.914474766322412
285,11.740145161725618
286,21.05068251632577
287,14.760249712943363
288,18.203857417717597
289,12.138069628528289
290,16.76693874328425
291,17.636806560091973
292,13.02854004427368
293,14.054365091350876
294,11.989739020880487
295,16.00218370488533
296,17.902006755463255
297,19.74167312404096
298,12.630807170241578
299,24.13702442620318
300,13.339133385919688
301,23.248781287057408
302,19.01996636161332
303,9.58841527574303
304,10.766690138933896
305,12.32587056423662
306,13.116981232914444
307,15.03115816834621
308,17.35298423168899
309,14.581312349692343
310,12.37591129697298
311,14.445616319743971
312,16.71379682719277
313,10.339140690051604
314,12.44967361574871
315,16.10599395604731
316,11.673601240054955
317,13.852244753129753
318,20.141956292062048
319,15.585473014985563
320,13.222550159011572
321,13.647690113401083
322,17.698265198695527
323,9.641320644365614
324,14.963077103894744
325,11.93786342723806
326,12.267110380471362
327,19.39234369188353
328,14.410036066286153
329,18.021905429878927
330,13.597313428875019
331,15.839199773779868
332,16.876835974893712
333,14.737784125462081
334,21.214134819126066
335,8.281160366494522
336,19.01765811026732
337,16.09523518479716
338,13.49337408698802
339,16.284376379886968
340,17.056722151168806
341,10.97077094689011
342,13.66623307030694
343,12.459839299191755
344,18.51765734820531
345,17.72226622983937
346,19.7171511491625
347,13.488575522509075
348,19.967319039938225
349,12.873254377199363
350,13.221500312460282
351,13.171728275491628
352,9.25641117507308
353,18.09684508747323
354,19.070513740953622
355,13.416071506842886
356,24.12258584944935
357,12.870856589342363
358,14.269261057280726
359,14.558010513562643
360,16.077921976097834
361,22.30085396271129
362,10.655804856413024
363,11.241092358311633
364,16.25264932202985
365,20.506357113814754
366,17.415202391587464
367,9.865343170806497
368,13.23340310066089
369,8.382021053774801
370,17.28502425487001
371,10.520742978474235
372,15.159063971688267
373,10.930789000752497
374,16.791528248235593
375,9.251788419332616
376,15.94263055796533
377,11.252566804676121
378,12.950905779942602
379,18.829140971251054
380,11.234240077345966
381,16.76656319242576
382,15.319249727719573
383,17.665679082699384
384,14.6551981629968
385,15.235363135826088
386,23.51327325820323
387,17.02834582301459
388,14.85537445204585
389,18.219699784196273
390,19.564526872170802
391,15.100082289774711
392,15.100082289774711
393,16.512754922423273
394,10.021957550597136
395,18.86483997723879
396,11.672759643339273
397,20.877281059360428
398,13.682734275082204
399,14.123914180654094
400,12.696959000613408
401,13.794568946080503
402,12.950905779942602
403,11.291213671356724
404,13.936983465652581
405,19.97934074920172
406,14.346710833944352
407,20.842737687255074
408,8.403851977748715
409,30.24425850710235
410,16.09523518479716
411,13.106146177777305
412,17.33458412216035
413,12.921830395739775
414,8.920714341813596
415,10.100430402532577
